name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,899232,1000,300.84ms,250.14us,3.08us,250.44us,4.58us,242.16us,275.78us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,899232,1000,50.46ms,28.08us,96.00ns,28.56us,1.70us,27.88us,51.40us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,899232,1000,100.51ms,82.08us,1.62us,82.39us,2.71us,78.19us,106.63us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,899232,1000,200.70ms,137.64us,101.00ns,138.91us,2.44us,137.31us,158.59us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,1570556,1000,401.06ms,328.53us,4.88us,329.91us,6.83us,317.93us,405.88us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,1570556,1000,451.14ms,363.22us,2.42us,363.10us,4.54us,354.49us,391.87us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,1570556,1000,200.78ms,132.84us,442.00ns,134.17us,2.70us,131.90us,150.09us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,1570556,1000,350.94ms,297.83us,668.00ns,300.81us,4.53us,296.85us,347.91us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,899232,958,601.32ms,522.83us,4.77us,521.83us,6.95us,508.50us,552.73us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,899232,1000,100.55ms,74.91us,343.00ns,75.77us,3.18us,74.09us,149.47us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,899232,220,751.50ms,2.27ms,7.73us,2.27ms,11.68us,2.25ms,2.33ms
